,time_data,heat_supply_days,low_heat_of_storage,high_heat_of_storage,sum_heat_of_storage,avg_pool_temperature,cop,wshp_cop,heat_water_replenishment,heat_water_replenishment_limit,heat_storage_tank_replenishment,solar_side_replenishment,solar_side_replenishment_limit,solar_matrix_supply_water_temp,solar_matrix_return_water_temp,max_load,min_load,avg_load,heating_network_water_supply_temperature,heating_network_water_return_temperature,heat_pipe_network_flow_rate,end_supply_water_temp,end_return_water_temp,end_return_water_temp_diff,temp,high_temperature_plate_exchange_heat,wshp_heat,solar_collector,heat_supply,heating_guarantee_rate,heat_collection_efficiency,solar_radiation,total_solar_radiation,flow_rate,heat_collection_system_water_supply_temperature,heat_collection_system_water_return_temperature,heat_supply_rate,power_consume,cost_saving,power_consumption,co2_power_consume,co2_emission_reduction,co2_equal_num
0,2022-06-11,0.02346686663326887,2484630.960458743,112640.95983969058,2597271.9202984334,46.586728032102315,-5.558386093912712e-05,,0.0,0.0021494169921303795,0.0007120768059394323,0.8879597716028612,2.8095386691888184,35.89948113759359,39.33696210384369,-0.06609743551248759,-0.15434248567255393,-0.11290189491466363,20.262892087300624,20.713546395301822,0.0,20.26289208730062,20.713546395301822,-0.45065430800120154,10.750000039736435,12.217918275649879,-0.23138910893552292,63169.50678073851,-2.709645477951927,-23312.830883132687,0.32388529818311346,195036.65999999997,6824722.806719999,280.95386691888183,39.33696210384369,35.89948113759359,1.0,0.0,-223.11597398435353,507.7998046875,2031.19921875,1186.017223828125,677.7241279017857
1,2022-06-12,0.023239558604165003,2484630.9604587434,111549.88129999202,2596180.8417587355,46.571358446237376,-8.065823374708996e-05,,0.0,0.0021362303911397866,0.001288519934557068,1.706746419200499,2.342722179669267,37.974469224611916,38.85574553410212,-0.07959372126963683,-0.1761442074080051,-0.12040706819093298,20.11252685387929,20.598152120908093,0.0,20.11252685387929,20.5981521209081,-0.4856252670288086,10.312500000000002,12.017945689482367,-0.26081818446903127,49598.86058804525,-2.8897696365823915,-17163.60361745088,0.2747364999749145,180532.476,6317192.400191999,234.27221796692666,38.85574553410212,37.974469224611916,1.0,0.0,-162.64992982977526,373.201416015625,1492.8056640625,871.6492272460937,498.08527271205355
2,2022-06-13,0.023215717920576393,2484630.960458743,111435.44601876668,2596066.4064775095,46.56974644231944,-6.233861551093219e-05,,0.0,0.0021757902096336094,0.0011528862572352714,0.9263102212717058,3.0259466991014787,39.867207169532776,42.41773041089376,-0.1057212794408119,-0.16714670236331106,-0.13155304638210094,20.07672333717346,20.599131584167477,0.0,20.07672333717346,20.599131584167477,-0.5224082469940186,10.886458272735274,12.700010172966032,-0.22480046400378334,68113.05869187745,-3.1572731131704224,-21573.381918639505,0.32280801208424736,211001.75999999995,7383373.585919998,302.59466991014784,42.41773041089376,39.867207169532776,1.0,0.0,-231.79466393174826,527.574462890625,2110.2978515625,1232.2029155273437,704.1159517299108
3,2022-06-14,0.022499659987252184,2484630.960458743,107998.3679388105,2592629.3283975534,46.52132970167952,-7.824563531599066e-05,,0.0,0.002162603603986403,0.0007120768059394323,1.335245754887486,2.775475031314419,37.47547324498495,39.353369990984596,-0.10053014654200912,-0.191197714181385,-0.143830912884945,19.987875918547314,20.559801618258152,0.0,19.987875918547314,20.559801618258156,-0.5719256997108424,11.487500036756195,13.045259837077962,-0.19232579892213048,56850.16236403396,-3.4519419092386805,-16469.037967261786,0.3066990805615852,185361.372,6486165.129024,277.54750313144183,39.353369990984596,37.47547324498495,1.0,0.0,-201.0133720656424,459.54931640625,1838.197265625,1073.3233833984375,613.32764765625
